Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
Is there an advice for exchange students?	Wherever you are in the world we hope that you are all safe and well.  During this unprecedented period, as the global community responds to tackling the COVID-19 outbreak, our priorities have always been to support your wellbeing, support your studies and provide the most up to date advice. \n\nIn all of our advice to you over the recent months the University has adhered closely to the UK Government advice for travellers and the specific advice for students who are studying or working overseas.   When we wrote to you last on 24th March 2020 our recommendations were provided based on the current advice - **that advice has now changed.**\n\n**SUMMARY: **\n\nThe advice of the UK Government now states:\n\n*   **All UK students and staff currently studying on exchanges (for example, Erasmus+, or terms abroad) or working temporarily overseas are advised to return to the UK now, while commercial routes are still available**\n\n*   **If UK students currently overseas for longer periods, for example those studying full degrees, are considering returning to the UK, they should do so while commercial routes are still available.**\n\n**The University is now strongly recommending that all UK nationals should observe the UK Government advice (updated 25/03) and return to the UK now.**\n\n**Students who are not UK nationals are advised to follow the recommendations of their home country Government, observing any travel restrictions and advice.**\n\n **Why has the University advice changed?**\n\nLate on 25th March 2020 the detailed guidance for UK students already studying or working overseas was revised by the UK Government.  \n\n**[The full advice is available from this link and we recommend that you read this carefully.](https://www.gov.uk/government/publications/coronavirus-covid-19-travel-advice-for-educational-settings/coronavirus-travel-guidance-for-educational-settings)**\n\nWhat this means is that our advice to you must also change, in line with the UK Government advice for UK nationals, and the advice from our travel insurance providers UMAL.\n\nWe recognise that this will be disappointing but would like to reassure you that we will make all best endeavours for you to be able to progress on your course normally, including the option to continue studying with your host institution via distance learning.\n\n **What you should do now.**\n\n**If you are a UK National we recommend that you follow the UK Government advice and make immediate travel plans to return to the UK.**\n\n**Advice from the Foreign and Commonwealth Office (FCO)**\n\n*   International travel is becoming very limited as air routes cease, land borders close and new restrictions are put in place that prevent flights from leaving.\n\n*   If you are considering returning to the UK, you should contact your airline or travel company now, and keep up-to-date with FCO[travel advice](https://www.gov.uk/foreign-travel-advice).\n\n*   FCO teams around the world are working urgently to ensure that governments have sensible plans to enable the return of British and other travellers, and, crucially, to keep borders open for a sufficient period of time to enable returns to take place on commercial routes, wherever possible. FCO is also working with airlines to ensure as many people as possible can get commercial flights home.\n\n*   UK travellers abroad should keep up to date with travel advice for the country/territory they are in.\n\n*   FCO has published [advice](https://www.gov.uk/guidance/travel-advice-novel-coronavirus#if-youre-abroad-and-you-want-to-return-to-the-uk) for British nationals who do not have immediate departure options available to them.\n\n*   FCO is working with airlines to keep routes open and is calling for international action to keep routes open to enable British people to return home on commercial flights. We are also working around the clock to support those British travellers who are experiencing difficulties coming back to the UK.\n\n*   If you intend to return to the UK, you should use appropriate methods of travel. You need to take account of the fast-moving situation and plan accordingly, including the fact there are currently fewer commercial routes available.\n\n*   You should continue to monitor the [travel advice](https://www.gov.uk/foreign-travel-advice) issued by the FCO and comply with any coronavirus (COVID-19) control measures put in place by your host nation.\n\n**Advice from the University:**\n\nIf you are leaving your host country / host institution you should let them know.  Your host institution may already have supportive arrangements in place for you to leave.\n\nIf you are leaving your host country / host institution **please let us know. ** You can contact us for advice and information via:  **[coronavirusupdates@contacts.bham.ac.uk](mailto:coronavirusupdates@contacts.bham.ac.uk)**\n\nYour host institution may already have arrangements in place for you to continue your studies with at a distance.  Where this is possible, this is the best option.\n\nWhere you cannot complete your semester/year abroad, we will make further arrangements to support your academic progression upon your return to the UK.  This may require individual advice for your specific programme and we will provide further updates as soon as possible.\n\n**What if I cannot leave my host country due to travel restrictions? / I do not want to return to the UK?**\n\n**Advice from the Foreign and Commonwealth Office (FCO)**\n\n*   Travellers currently overseas should be prepared for border closures or lockdown measures being introduced at short notice.\n\n*   If you are abroad, you must follow the advice of local authorities and also follow the latest FCO [travel advice](https://www.gov.uk/guidance/travel-advice-novel-coronavirus). You must be ready to comply with local isolation, testing or quarantine requirements, and will need to rely on the local health system. You should contact your airline, tour operator and travel insurer to find out what support they can offer.\n\n If you are abroad, you must follow the advice of local authorities and also follow the latest FCO [travel advice](https://www.gov.uk/guidance/travel-advice-novel-coronavirus). You must be ready to comply with local isolation, testing or quarantine requirements, and will need to rely on the local health system.\n\n You can subscribe to FCO email alerts for the country/territory you are in via the ‘Get email alerts’ link on each [travel advice](https://www.gov.uk/foreign-travel-advice) page. You should also consult the latest PHE [Public Health matters guidance](https://publichealthmatters.blog.gov.uk/category/coronavirus-covid-19/).\n\n If you are a UK national who needs emergency help from the UK government while overseas as the country you are in will not allow you to travel back to the UK, or there are no commercial travel options available, you can contact the [nearest British embassy, consulate or high commission](https://www.gov.uk/government/world/embassies) or the [FCO in London](https://www.gov.uk/government/organisations/foreign-commonwealth-office) on 0207 008 1500 for help or advice 24/7.\n\n Before you travel, read the [latest health advice](https://www.nhs.uk/conditions/coronavirus-covid-19/) and follow [guidance for travellers](https://travelhealthpro.org.uk/news/499/novel-coronavirus-covid-19-general-advice-for-travellers) to reduce your risk of exposure to coronavirus (COVID-19).\n\n Read [guidance on what you can do if you need financial help](https://www.gov.uk/government/publications/financial-assistance-abroad) and [who you can contact for support when abroad](https://www.gov.uk/government/publications/support-for-british-nationals-abroad-a-guide).\n\n**Advice from the University:**\n\n If you cannot leave your host country / host institution, or you choose to remain where you are then you should stay safe by following all local advice and the advice of your host institution. You can continue to engage with your studies where you are.\n\nIf you are not a UK national then you should follow the advice of the Government in your home country as relevant to the circumstances and the country you are in.\n\nWe understand that you may have recently contacted the Study Abroad & Exchange Team with your choice of options based on our last message.  You should now reconsider these options and let us know your plans as soon as possible\n\n**Advice and support from the University’s travel insurance providers, UMAL:**\n\nOur insurance providers have confirmed that:\n\nFor UK nationals our insurance providers will accept claims for curtailment of your studies.  What this means is that if you now wish to return to the UK and you have a pre-booked flight to the UK our insurers will consider claims for any reasonable additional expenses incurred as a result of changing your flight.  Other reasonable claims, for example related to accommodation expenses, will also be considered. \n\nFor all other students – our insurance providers will only consider a claim where your home Government has issued advice that you must now return home and you have a pre-booked flight to your home destination.\n\nFor all students overseas, our insurance providers will not accept claims where there is no pre-booked return flight.  The University is committed to supporting students with any reasonable additional costs that may arise from this situation and where our insurers will not consider the claim.  We can only consider these costs on a case by case basis.\n\nIf you are not a UK national and you remain where you are – our insurance providers will continue to provide cover for your stay if your home Government has not issued advice that you should return to your home country.  You should check the advice from your home Government about whether or not it is safe to remain where you are.\n\nIf you are a UK national and you choose to remain where you are then it is possible that our insurers will withdraw any ongoing cover.   We are waiting for updated advice from UMAL to confirm this position.  If you are actively trying to get back to the UK then your insurance cover will remain in place until you are home safely.  In the event that the University insurance cover is withdrawn you will need to secure your own travel insurance for where you are – this may be difficult in the current circumstances so you should consider this very carefully.  \n\n**Other support that is available:**\n\nOur insurance providers have activated our Global Response Cover which can offer support for students who are having any difficulty returning to their home country on the advice of their home Government:\n\n*“For those travellers who are unable to return home due to the lack of any available flights, we would urge them to contact Global Response to see if any other means of return can be arranged. The UMAL travel cover will continue to operate and will also cover reasonable additional costs of sustenance, travel and accommodation necessarily incurred until the end of the original planned duration of the journey”. * **You can contact the Global Response team – **\n\nTel.+ 44(0)29 2066 2425   (available 24/7/365)\n\nEmail [umal@global-response.co.uk](mailto:umal@global-response.co.uk)\n\nWe would also strongly recommend downloading the Global Risk Management App which is available from:  [https://umal.co.uk/travel/pre-travel-advice](https://umal.co.uk/travel/pre-travel-advice)  and using the website [www.drum-cussac.net/travel-advices/countries](http://www.drum-cussac.net/travel-advices/countries)  for updates - please use your UoB university email to access this.\n\n**Conclusion: **\n\nWe understand that this is a long and complex message – and you should read this carefully and follow the links to the relevant available advice.\n\nWe also appreciate that this will be confusing and concerning and you may have a number of questions.  Wherever you are and whatever you decide we will support you as much as we can – and we are available to respond to your individual queries through the Study Abroad Team.   We are receiving a very high volume of enquiries at the moment and so there may be a brief delay in getting back to you.\n\nYou can contact us via:  **[coronavirusupdates@contacts.bham.ac.uk](mailto:coronavirusupdates@contacts.bham.ac.uk)**\n\nWe are all working hard here in the UK, under very unusual circumstances, to get you the best advice as soon as we can. The situation in the UK and the advice we are receiving is changing very rapidly, often daily.\n\nThe most important thing is to stay safe and well – and to observe all of the local advice to avoid the spread of infection. We recognise that this is lengthy advice, which reflects the various circumstances you may find yourselves in across the globe.  We are here to help and support you, as much as we can, but we are always limited in what we can do from a distance. Supporting you to be safe and continue and complete your studies is our priority so please let us know what you are planning so that we can provide the most effective advice.	University-of-Birmingham.tsv		[]	false	[]	163
I am planning to go on a Study Abroad placement in 2020/21. What should I do?	Please note that we are currently processing your applications for next year as normal. We will be in touch with further communications. In the meantime, if you have any questions please contact the Study Abroad & Exchanges Team on [outgoingstudyabroad@contacts.bham.ac.uk](mailto:outgoingstudyabroad@contacts.bham.ac.uk)	University-of-Birmingham.tsv		[]	false	[]	164
I am an exchange student currently placed at the University of Birmingham. What should I do?	Please read the university-wide student communications for information and advice. If you have any other questions please contact the Study Abroad & Exchanges Team on \n[incomingstudyabroad@contacts.bham.ac.uk](mailto:incomingstudyabroad@contacts.bham.ac.uk).	University-of-Birmingham.tsv		[]	false	[]	165
I am a student/member of staff who works or is on placement in the NHS (clinical setting) is there any special advice for me in relation to Coronavirus?	Please visit [your studies](/student/coronavirus/your-studies.aspx#placements "Your studies") for further information on placements at this time.	University-of-Birmingham.tsv		[]	false	[]	166
My visa to remain in the UK is due to expire and I am concerned that I cannot get home to China.	The UK Government has published [new guidance](https://www.gov.uk/guidance/coronavirus-immigration-guidance-if-youre-unable-to-return-to-china-from-the-uk "Home Office - China guidance") for staff and students who might be affected by this situation, and may face travel restrictions due to circumstances outside of your control.\n\nStudents:  If you have any other concerns about your visa please contact the [International Students Team](https://uobasops.formstack.com/forms/isas_appointment_enquiry_form "IST Enquiry Form").\n\nStaff Members should [contact HR](https://intranet.birmingham.ac.uk/hr/about/contact/index.aspx "Contact Us").	University-of-Birmingham.tsv		[]	false	[]	167
I am an international student (with a Tier4 visa) and I am returning home, what should I do?	In anticipation of further travel restrictions and to support social distancing measures we are recommending all students go home if you can.    \n\nIf you are returning home please read the guidance on [authorised absence](https://intranet.birmingham.ac.uk/as/registry/studentrecords/services/authorised-absence-international-students.aspx) and take any necessary actions.\n\nWe will be keeping accommodation open to support those students who are unable to return home due to travel restrictions or personal reasons.	University-of-Birmingham.tsv		[]	false	[]	168
I have borrowed some books from the Library, but unable to return them as I am not campus, what can I do?	If you are unable to come onto campus to return items, please hold onto books till next term. If you wish to return items before leaving the UK, you can post items to us.\n\nThe Library will not be fining anyone during this period, the Library will also cover the renewal of inter-library loan items from other institutions. [Read the latest information, including opening hours, from Library Services](https://intranet.birmingham.ac.uk/as/libraryservices/library/news/public/Library-Services-update-COVID-19.aspx "Library Services update: COVID-19").	University-of-Birmingham.tsv		[]	false	[]	169
I am an international student and my visa (Tier 4, Short Term Study or Points Based Migrant) is due to expire between 24 January 2020 and 31st May 2020. I can’t leave the UK due to travel restrictions or self-isolation. What should I do?	Your visa will be extended to 31 May 2020 if you cannot leave the UK because of travel restrictions or self-isolation related to coronavirus (COVID-19).\n\nYou **must** [contact the Coronavirus Immigration Team (CIT)](https://www.gov.uk/guidance/coronavirus-covid-19-advice-for-uk-visa-applicants-and-temporary-uk-residents#helpline) to update your records if your visa is expiring.\n\nYou **will be required** to provide the following information:\n\n*   your full name (include any middle names)\n\n*   date of birth (dd/mm/yyyy)\n\n*   nationality\n\n*   your previous visa reference number\n\n*   why you can’t go back to your home country, for example if the border has closed, your flight has been cancelled\n\nUK Visa and Immigration (UKVI) will let you know when your request is received and when your visa has been extended.\n\nThese UKVI arrangements apply initially until 31 May, by which date they will be [reviewed](https://www.gov.uk/guidance/coronavirus-covid-19-advice-for-uk-visa-applicants-and-temporary-uk-residents).	University-of-Birmingham.tsv		[]	false	[]	170
I am an International Student, and I have already contacted the International Student Team to obtain a new CAS to extend my Tier 4 visa. What should I do?	Any international student who has contacted the International Student Team (IST) to extend their Tier 4 visa will need to continue with the IST CAS Request process.	University-of-Birmingham.tsv		[]	false	[]	171
I have obtained by CAS and made my Tier 4 visa extension application from within the UK, now I am not feeling well and I have decided to self-isolate, what will happen to my biometric residence appointment?	International students can apply online as usual, and select a biometric submission appointment to attend if they are able to in line with public health guidance.   The UKI have confirmed you will not be regarded as an overstayer, or be subject to enforcement action you are unable to attend a biometric appointment due to Covid-19, or if there are delays in processing your application. In such cases it would be advisable to re-arrange your biometric appointment using the online appointment link you would have received when you first completed your visa application.	University-of-Birmingham.tsv		[]	false	[]	172
What will happen to my accommodation contract?	All students who have left their accommodation and want to be released from their contract need to submit an Early Release Request. Please see the [Accommodation page](https://intranet.birmingham.ac.uk/student/coronavirus/Accommodation.aspx "Accommodation") for more information.	University-of-Birmingham.tsv		[]	false	[]	173
I have left or am planning to leave my accommodation, what do I need to do?	All students who have left their accommodation and want to be released from their contract need to submit an Early Release Request. Please see the [Accommodation page](https://intranet.birmingham.ac.uk/student/coronavirus/Accommodation.aspx "Accommodation") for more information.	University-of-Birmingham.tsv		[]	false	[]	174
Who can I talk to about accommodation?	Read the [Accomodation page](https://intranet.birmingham.ac.uk/student/coronavirus/Accommodation.aspx "Accommodation") for more information for students during this time, or visit the [Contact Living](https://www.birmingham.ac.uk/study/accommodation/contact-us.aspx "Contact Living") page for email and call back details.	University-of-Birmingham.tsv		[]	false	[]	175
I have an enquiry about my accommodation fees, who can I speak to?	Information about paying for your accommodation can be found on the \n[Student Fees](https://intranet.birmingham.ac.uk/finance/student-fees/UK-students/accommodation.aspx)\n\n page, along with their contact details.	University-of-Birmingham.tsv		[]	false	[]	176
What do I need to do if I am self-isolating in accommodation?	Visit the [Accommodation page](https://intranet.birmingham.ac.uk/student/coronavirus/Accommodation.aspx "Accommodation") for information on what to do if you are self-isolating in University accommodation.	University-of-Birmingham.tsv		[]	false	[]	177
I am in private rented accommodation - where can I go for support and advice?	If you have issues with your landlords or lettings agents information is available on the [Community Living website](https://www.community-living.org.uk/student-information "Information for students"). There is also some useful information related to COVID-19 on the [Shelter website](https://england.shelter.org.uk/housing_advice/coronavirus). If you cannot find what you need, or want a bit more help, [email Community Living](mailto:communityliving@contacts.bham.ac.uk "Community Living") and one of the team will respond to you.	University-of-Birmingham.tsv		[]	false	[]	178
Is the Dubai campus open?	The Ministry of Education UAE has announced that all schools, colleges and universities in the UAE will close for four weeks starting from Sunday 8 March. This means the UoB Dubai campus building will be closed to students during this time. At present we are working on the assumption that it will be business as usual from 5 April. \n\nThis decision has been made to reduce the chance of Covid-19 spreading and to provide the opportunity to deep clean schools.	University-of-Birmingham.tsv		[]	false	[]	179
Where can I find information on Coronavirus specific to the Dubai campus?	[More information from our Dubai campus](https://www.birmingham.ac.uk/dubai/study/Coronavirus-COVID-19-Updates.aspx "Gov.UK - Foreign travel advice (Italy)") \n\nThe FAQs are regularly updated in response to the latest official advice. If you have any particular queries, please contact [dubai@contacts.bham.ac.uk.](mailto:dubai@contacts.bham.ac.uk).	University-of-Birmingham.tsv		[]	false	[]	180
